event_id,run_id,event_type,server_timestamp,client_timestamp,session_id,device_id,zone,cue_id,target_zone,latency_ms,software_version,payload
E0022,RUN-2026-09-17-DEMO-01,cue_received,2026-09-17T18:01:01.480000Z,2026-09-17T18:01:01.571000Z,S04-1,D04,A,CUE-01,ALL,1480,2.2.9,
E0023,RUN-2026-09-17-DEMO-01,cue_received,2026-09-17T18:01:00.189000Z,2026-09-17T18:01:00.100000Z,S05-1,D05,A,CUE-01,ALL,189,2.3.1,
E0024,RUN-2026-09-17-DEMO-01,cue_received,2026-09-17T18:01:00.102000Z,2026-09-17T18:01:00.143000Z,S06-1,D06,A,CUE-01,ALL,102,2.3.1,
E0025,RUN-2026-09-17-DEMO-01,cue_received,2026-09-17T18:01:00.205000Z,2026-09-17T18:01:00.234000Z,S07-1,D07,A,CUE-01,ALL,205,2.3.1,
E0026,RUN-2026-09-17-DEMO-01,cue_received,2026-09-17T18:01:00.060000Z,2026-09-17T18:01:00.087000Z,S08-1,D08,A,CUE-01,ALL,60,2.3.1,
E0027,RUN-2026-09-17-DEMO-01,cue_received,2026-09-17T18:01:00.194000Z,2026-09-17T18:01:00.175000Z,S09-1,D09,B,CUE-01,ALL,194,2.3.1,
E0028,RUN-2026-09-17-DEMO-01,cue_received,2026-09-17T18:01:00.057000Z,2026-09-17T18:00:59.993000Z,S10-1,D10,B,CUE-01,ALL,57,2.3.1,
E0029,RUN-2026-09-17-DEMO-01,cue_received,2026-09-17T18:01:00.056000Z,2026-09-17T18:01:00.078000Z,S11-1,D11,B,CUE-01,ALL,56,2.3.1,
E0030,RUN-2026-09-17-DEMO-01,cue_received,2026-09-17T18:01:00.079000Z,2026-09-17T18:01:00.033000Z,S13-1,D13,B,CUE-01,ALL,79,2.3.1,
E0031,RUN-2026-09-17-DEMO-01,cue_received,2026-09-17T18:01:00.152000Z,2026-09-17T18:01:00.068000Z,S14-1,D14,B,CUE-01,ALL,152,2.3.1,
E0032,RUN-2026-09-17-DEMO-01,cue_received,2026-09-17T18:01:00.183000Z,2026-09-17T18:01:00.093000Z,S15-1,D15,B,CUE-01,ALL,183,2.3.1,
E0033,RUN-2026-09-17-DEMO-01,cue_received,2026-09-17T18:01:00.191000Z,2026-09-17T18:01:00.149000Z,S16-1,D16,B,CUE-01,ALL,191,2.3.1,
E0034,RUN-2026-09-17-DEMO-01,interaction_response,2026-09-17T18:01:06.241029Z,2026-09-17T18:01:06.241029Z,S01-1,D01,A,CUE-01,ALL,,2.3.1,"{""response"":""tap""}"
E0035,RUN-2026-09-17-DEMO-01,interaction_response,2026-09-17T18:01:06.728011Z,2026-09-17T18:01:06.728011Z,S03-1,D03,A,CUE-01,ALL,,2.3.1,"{""response"":""tap""}"
E0036,RUN-2026-09-17-DEMO-01,interaction_response,2026-09-17T18:01:04.412223Z,2026-09-17T18:01:04.412223Z,S04-1,D04,A,CUE-01,ALL,,2.2.9,"{""response"":""tap""}"
E0037,RUN-2026-09-17-DEMO-01,interaction_response,2026-09-17T18:01:06.284818Z,2026-09-17T18:01:06.284818Z,S06-1,D06,A,CUE-01,ALL,,2.3.1,"{""response"":""tap""}"
E0038,RUN-2026-09-17-DEMO-01,interaction_response,2026-09-17T18:01:04.751484Z,2026-09-17T18:01:04.751484Z,S07-1,D07,A,CUE-01,ALL,,2.3.1,"{""response"":""tap""}"
E0039,RUN-2026-09-17-DEMO-01,interaction_response,2026-09-17T18:01:04.389722Z,2026-09-17T18:01:04.389722Z,S08-1,D08,A,CUE-01,ALL,,2.3.1,"{""response"":""tap""}"
E0040,RUN-2026-09-17-DEMO-01,interaction_response,2026-09-17T18:01:06.848443Z,2026-09-17T18:01:06.848443Z,S10-1,D10,B,CUE-01,ALL,,2.3.1,"{""response"":""tap""}"
E0041,RUN-2026-09-17-DEMO-01,interaction_response,2026-09-17T18:01:06.257473Z,2026-09-17T18:01:06.257473Z,S12-1,D12,B,CUE-01,ALL,,2.2.9,"{""response"":""tap""}"
E0042,RUN-2026-09-17-DEMO-01,interaction_response,2026-09-17T18:01:06.476038Z,2026-09-17T18:01:06.476038Z,S14-1,D14,B,CUE-01,ALL,,2.3.1,"{""response"":""tap""}"
E0043,RUN-2026-09-17-DEMO-01,interaction_response,2026-09-17T18:01:05.985658Z,2026-09-17T18:01:05.985658Z,S15-1,D15,B,CUE-01,ALL,,2.3.1,"{""response"":""tap""}"
E0044,RUN-2026-09-17-DEMO-01,interaction_response,2026-09-17T18:01:06.126881Z,2026-09-17T18:01:06.126881Z,S16-1,D16,B,CUE-01,ALL,,2.3.1,"{""response"":""tap""}"
E0045,RUN-2026-09-17-DEMO-01,device_disconnected,2026-09-17T18:01:32Z,2026-09-17T18:01:32Z,S03-1,D03,A,,,,2.3.1,"{""reason"":""network""}"
E0046,RUN-2026-09-17-DEMO-01,device_reconnected,2026-09-17T18:01:39Z,2026-09-17T18:01:39Z,S03-2,D03,A,,,,2.3.1,"{""previous_session"":""S03-1""}"
E0047,RUN-2026-09-17-DEMO-01,device_disconnected,2026-09-17T18:01:36Z,2026-09-17T18:01:36Z,S10-1,D10,B,,,,2.3.1,"{""reason"":""network""}"
E0048,RUN-2026-09-17-DEMO-01,device_reconnected,2026-09-17T18:01:45Z,2026-09-17T18:01:45Z,S10-2,D10,B,,,,2.3.1,"{""previous_session"":""S10-1""}"
E0049,RUN-2026-09-17-DEMO-01,cue_sent,2026-09-17T18:02:00Z,,,,,CUE-02,A,,,"{""name"":""Section A Wave""}"
E0050,RUN-2026-09-17-DEMO-01,cue_received,2026-09-17T18:02:00.258000Z,2026-09-17T18:02:00.258000Z,S01-1,D01,A,CUE-02,A,258,2.3.1,
E0051,RUN-2026-09-17-DEMO-01,cue_received,2026-09-17T18:02:00.140000Z,2026-09-17T18:02:00.140000Z,S02-1,D02,A,CUE-02,A,140,2.3.1,
E0052,RUN-2026-09-17-DEMO-01,cue_received,2026-09-17T18:02:00.179000Z,2026-09-17T18:02:00.179000Z,S03-2,D03,A,CUE-02,A,179,2.3.1,
E0053,RUN-2026-09-17-DEMO-01,cue_received,2026-09-17T18:02:00.209000Z,2026-09-17T18:02:00.209000Z,S04-1,D04,A,CUE-02,A,209,2.2.9,
E0054,RUN-2026-09-17-DEMO-01,cue_received,2026-09-17T18:02:00.176000Z,2026-09-17T18:02:00.176000Z,S05-1,D05,A,CUE-02,A,176,2.3.1,
E0055,RUN-2026-09-17-DEMO-01,cue_received,2026-09-17T18:02:00.152000Z,2026-09-17T18:02:00.152000Z,S06-1,D06,A,CUE-02,A,152,2.3.1,
E0056,RUN-2026-09-17-DEMO-01,cue_received,2026-09-17T18:02:00.136000Z,2026-09-17T18:02:00.136000Z,S08-1,D08,A,CUE-02,A,136,2.3.1,
E0057,RUN-2026-09-17-DEMO-01,interaction_response,2026-09-17T18:02:03.745280Z,2026-09-17T18:02:03.745280Z,S02-1,D02,A,CUE-02,A,,2.3.1,"{""response"":""tilt""}"
E0058,RUN-2026-09-17-DEMO-01,interaction_response,2026-09-17T18:02:03.539300Z,2026-09-17T18:02:03.539300Z,S03-2,D03,A,CUE-02,A,,2.3.1,"{""response"":""tilt""}"
E0059,RUN-2026-09-17-DEMO-01,interaction_response,2026-09-17T18:02:05.339489Z,2026-09-17T18:02:05.339489Z,S04-1,D04,A,CUE-02,A,,2.2.9,"{""response"":""tilt""}"
E0060,RUN-2026-09-17-DEMO-01,interaction_response,2026-09-17T18:02:03.245565Z,2026-09-17T18:02:03.245565Z,S05-1,D05,A,CUE-02,A,,2.3.1,"{""response"":""tilt""}"
E0061,RUN-2026-09-17-DEMO-01,interaction_response,2026-09-17T18:02:03.900747Z,2026-09-17T18:02:03.900747Z,S06-1,D06,A,CUE-02,A,,2.3.1,"{""response"":""tilt""}"
E0062,RUN-2026-09-17-DEMO-01,interaction_response,2026-09-17T18:02:04.485349Z,2026-09-17T18:02:04.485349Z,S08-1,D08,A,CUE-02,A,,2.3.1,"{""response"":""tilt""}"
E0063,RUN-2026-09-17-DEMO-01,cue_received,2026-09-17T18:02:01.200000Z,,S-UNKNOWN,,A,CUE-02,A,180,2.3.1,"{""note"":""missing device_id""}"
E0064,RUN-2026-09-17-DEMO-01,cue_sent,2026-09-17T18:02:35Z,,,,,CUE-03,ALL,,,"{""name"":""Color Sweep""}"
E0065,RUN-2026-09-17-DEMO-01,cue_received,2026-09-17T18:02:35.098000Z,2026-09-17T18:02:35.098000Z,S01-1,D01,A,CUE-03,ALL,98,2.3.1,
E0066,RUN-2026-09-17-DEMO-01,cue_received,2026-09-17T18:02:35.148000Z,2026-09-17T18:02:35.148000Z,S02-1,D02,A,CUE-03,ALL,148,2.3.1,
E0067,RUN-2026-09-17-DEMO-01,cue_received,2026-09-17T18:02:35.112000Z,2026-09-17T18:02:35.112000Z,S03-2,D03,A,CUE-03,ALL,112,2.3.1,
E0068,RUN-2026-09-17-DEMO-01,cue_received,2026-09-17T18:02:35.091000Z,2026-09-17T18:02:35.091000Z,S04-1,D04,A,CUE-03,ALL,91,2.2.9,
E0069,RUN-2026-09-17-DEMO-01,cue_received,2026-09-17T18:02:35.132000Z,2026-09-17T18:02:35.132000Z,S05-1,D05,A,CUE-03,ALL,132,2.3.1,
E0070,RUN-2026-09-17-DEMO-01,cue_received,2026-09-17T18:02:35.180000Z,2026-09-17T18:02:35.180000Z,S06-1,D06,A,CUE-03,ALL,180,2.3.1,
E0071,RUN-2026-09-17-DEMO-01,cue_received,2026-09-17T18:02:35.064000Z,2026-09-17T18:02:35.064000Z,S07-1,D07,A,CUE-03,ALL,64,2.3.1,
E0072,RUN-2026-09-17-DEMO-01,cue_received,2026-09-17T18:02:35.070000Z,2026-09-17T18:02:35.070000Z,S08-1,D08,A,CUE-03,ALL,70,2.3.1,
E0073,RUN-2026-09-17-DEMO-01,cue_received,2026-09-17T18:02:35.120000Z,2026-09-17T18:02:35.120000Z,S09-1,D09,B,CUE-03,ALL,120,2.3.1,
E0074,RUN-2026-09-17-DEMO-01,cue_received,2026-09-17T18:02:35.108000Z,2026-09-17T18:02:35.108000Z,S10-2,D10,B,CUE-03,ALL,108,2.3.1,
E0075,RUN-2026-09-17-DEMO-01,cue_received,2026-09-17T18:02:35.076000Z,2026-09-17T18:02:35.076000Z,S11-1,D11,B,CUE-03,ALL,76,2.3.1,
E0076,RUN-2026-09-17-DEMO-01,cue_received,2026-09-17T18:02:35.151000Z,2026-09-17T18:02:35.151000Z,S12-1,D12,B,CUE-03,ALL,151,2.2.9,
E0077,RUN-2026-09-17-DEMO-01,cue_received,2026-09-17T18:02:35.098000Z,2026-09-17T18:02:35.098000Z,S13-1,D13,B,CUE-03,ALL,98,2.3.1,
E0078,RUN-2026-09-17-DEMO-01,cue_received,2026-09-17T18:02:35.074000Z,2026-09-17T18:02:35.074000Z,S14-1,D14,B,CUE-03,ALL,74,2.3.1,
E0079,RUN-2026-09-17-DEMO-01,cue_received,2026-09-17T18:02:35Z,2026-09-17T18:02:35Z,S15-1,D15,B,CUE-03,ALL,-12,2.3.1,
E0080,RUN-2026-09-17-DEMO-01,cue_received,2026-09-17T18:02:35.117000Z,2026-09-17T18:02:35.117000Z,S16-1,D16,B,CUE-03,ALL,117,2.3.1,
E0081,RUN-2026-09-17-DEMO-01,cue_received,2026-09-17T18:02:35.110000Z,2026-09-17T18:02:35.110000Z,S01-1,D01,A,CUE-03,ALL,110,2.3.1,"{""note"":""possible duplicate""}"
E0082,RUN-2026-09-17-DEMO-01,error,2026-09-17T18:02:51Z,2026-09-17T18:02:51Z,S12-1,D12,B,,,,2.2.9,"{""code"":""MEDIA_PRELOAD_TIMEOUT""}"
E0083,RUN-2026-09-17-DEMO-01,error,2026-09-17T18:02:53Z,2026-09-17T18:02:53Z,S04-1,D04,A,,,,2.2.9,"{""code"":""HIGH_LATENCY_WARNING""}"
E0084,RUN-2026-09-17-DEMO-01,interaction_response,2026-09-17 18:03:00,not-a-timestamp,S06-1,D06,A,CUE-03,ALL,,2.3.1,"{""response"":""tap""}"
E0085,RUN-2026-09-17-DEMO-01,device_disconnected,2026-09-17T18:03:18Z,2026-09-17T18:03:18Z,S06-1,D06,A,,,,2.3.1,"{""reason"":""left_event""}"
E0086,RUN-2026-09-17-DEMO-01,cue_sent,2026-09-17T18:03:40Z,,,,,CUE-04,ALL,,,"{""name"":""Finale""}"
E0087,RUN-2026-09-17-DEMO-01,cue_received,2026-09-17T18:03:40.157000Z,2026-09-17T18:03:40.157000Z,S01-1,D01,A,CUE-04,ALL,157,2.3.1,
E0088,RUN-2026-09-17-DEMO-01,cue_received,2026-09-17T18:03:40.060000Z,2026-09-17T18:03:40.060000Z,S02-1,D02,A,CUE-04,ALL,60,2.3.1,
E0089,RUN-2026-09-17-DEMO-01,cue_received,2026-09-17T18:03:40.221000Z,2026-09-17T18:03:40.221000Z,S03-2,D03,A,CUE-04,ALL,221,2.3.1,
E0090,RUN-2026-09-17-DEMO-01,cue_received,2026-09-17T18:03:40.069000Z,2026-09-17T18:03:40.069000Z,S04-1,D04,A,CUE-04,ALL,69,2.2.9,
E0091,RUN-2026-09-17-DEMO-01,cue_received,2026-09-17T18:03:40.192000Z,2026-09-17T18:03:40.192000Z,S05-1,D05,A,CUE-04,ALL,192,2.3.1,
E0092,RUN-2026-09-17-DEMO-01,cue_received,2026-09-17T18:03:40.196000Z,2026-09-17T18:03:40.196000Z,S07-1,D07,A,CUE-04,ALL,196,2.3.1,
E0093,RUN-2026-09-17-DEMO-01,cue_received,2026-09-17T18:03:40.130000Z,2026-09-17T18:03:40.130000Z,S08-1,D08,A,CUE-04,ALL,130,2.3.1,
E0094,RUN-2026-09-17-DEMO-01,cue_received,2026-09-17T18:03:45.500000Z,2026-09-17T18:03:45.500000Z,S09-1,D09,B,CUE-04,ALL,5500,2.3.1,
E0095,RUN-2026-09-17-DEMO-01,cue_received,2026-09-17T18:03:40.227000Z,2026-09-17T18:03:40.227000Z,S10-2,D10,B,CUE-04,ALL,227,2.3.1,
E0096,RUN-2026-09-17-DEMO-01,cue_received,2026-09-17T18:03:40.139000Z,2026-09-17T18:03:40.139000Z,S11-1,D11,B,CUE-04,ALL,139,2.3.1,
E0097,RUN-2026-09-17-DEMO-01,cue_received,2026-09-17T18:03:40.202000Z,2026-09-17T18:03:40.202000Z,S12-1,D12,B,CUE-04,ALL,202,2.2.9,
E0098,RUN-2026-09-17-DEMO-01,cue_received,2026-09-17T18:03:40.177000Z,2026-09-17T18:03:40.177000Z,S13-1,D13,B,CUE-04,ALL,177,2.3.1,
E0099,RUN-2026-09-17-DEMO-01,cue_received,2026-09-17T18:03:40.198000Z,2026-09-17T18:03:40.198000Z,S14-1,D14,B,CUE-04,ALL,198,2.3.1,
E0100,RUN-2026-09-17-DEMO-01,cue_received,2026-09-17T18:03:40.166000Z,2026-09-17T18:03:40.166000Z,S15-1,D15,B,CUE-04,ALL,166,2.3.1,
E0101,RUN-2026-09-17-DEMO-01,cue_received,2026-09-17T18:03:40.067000Z,2026-09-17T18:03:40.067000Z,S16-1,D16,B,CUE-04,ALL,67,2.3.1,
E0102,RUN-2026-09-17-DEMO-01,interaction_response,2026-09-17T18:03:47.359871Z,2026-09-17T18:03:47.359871Z,S01-1,D01,A,CUE-04,ALL,,2.3.1,"{""response"":""hold""}"
E0103,RUN-2026-09-17-DEMO-01,interaction_response,2026-09-17T18:03:47.778724Z,2026-09-17T18:03:47.778724Z,S02-1,D02,A,CUE-04,ALL,,2.3.1,"{""response"":""hold""}"
E0104,RUN-2026-09-17-DEMO-01,interaction_response,2026-09-17T18:03:45.896393Z,2026-09-17T18:03:45.896393Z,S03-2,D03,A,CUE-04,ALL,,2.3.1,"{""response"":""hold""}"
E0105,RUN-2026-09-17-DEMO-01,interaction_response,2026-09-17T18:03:46.656609Z,2026-09-17T18:03:46.656609Z,S04-1,D04,A,CUE-04,ALL,,2.2.9,"{""response"":""hold""}"
E0106,RUN-2026-09-17-DEMO-01,interaction_response,2026-09-17T18:03:44.242678Z,2026-09-17T18:03:44.242678Z,S05-1,D05,A,CUE-04,ALL,,2.3.1,"{""response"":""hold""}"
E0107,RUN-2026-09-17-DEMO-01,interaction_response,2026-09-17T18:03:46.805968Z,2026-09-17T18:03:46.805968Z,S07-1,D07,A,CUE-04,ALL,,2.3.1,"{""response"":""hold""}"
E0108,RUN-2026-09-17-DEMO-01,interaction_response,2026-09-17T18:03:46.588515Z,2026-09-17T18:03:46.588515Z,S08-1,D08,A,CUE-04,ALL,,2.3.1,"{""response"":""hold""}"
E0109,RUN-2026-09-17-DEMO-01,interaction_response,2026-09-17T18:03:47.972384Z,2026-09-17T18:03:47.972384Z,S09-1,D09,B,CUE-04,ALL,,2.3.1,"{""response"":""hold""}"
E0110,RUN-2026-09-17-DEMO-01,interaction_response,2026-09-17T18:03:47.287699Z,2026-09-17T18:03:47.287699Z,S10-2,D10,B,CUE-04,ALL,,2.3.1,"{""response"":""hold""}"
E0111,RUN-2026-09-17-DEMO-01,interaction_response,2026-09-17T18:03:45.138382Z,2026-09-17T18:03:45.138382Z,S11-1,D11,B,CUE-04,ALL,,2.3.1,"{""response"":""hold""}"
E0112,RUN-2026-09-17-DEMO-01,interaction_response,2026-09-17T18:03:45.543166Z,2026-09-17T18:03:45.543166Z,S13-1,D13,B,CUE-04,ALL,,2.3.1,"{""response"":""hold""}"
E0113,RUN-2026-09-17-DEMO-01,interaction_response,2026-09-17T18:03:46.674611Z,2026-09-17T18:03:46.674611Z,S15-1,D15,B,CUE-04,ALL,,2.3.1,"{""response"":""hold""}"
E0114,RUN-2026-09-17-DEMO-01,interaction_response,2026-09-17T18:03:44.090252Z,2026-09-17T18:03:44.090252Z,S16-1,D16,B,CUE-04,ALL,,2.3.1,"{""response"":""hold""}"
E0115,RUN-2026-09-17-DEMO-01,run_ended,2026-09-17T18:04:20Z,,,,,,,,,"{""reason"":""completed""}"
E0116,,device_joined,2026-09-17T18:00:15Z,2026-09-17T18:00:15.050000Z,S99-1,D99,A,,,,2.3.1,"{""note"":""missing run_id""}"
